Omega,C_real,C_imag
228227.57149729578,14.20168969771807,-3.213570195569805
251208.95574237677,13.915627411336926,-3.42944397902244
276504.3247368225,13.637204153060901,-3.5276534425094574
304346.8090501622,13.367588498801398,-3.6995631864975698
334992.94593561295,13.064337213283071,-3.7990844062827915
368724.78593161143,12.727527074469624,-3.8973088757858285
405853.16979753005,12.461539804896393,-3.981602592337632
446720.3032488828,12.104809882443964,-4.059618858181479
491702.56575936766,11.771620198950087,-4.106040738612626
541214.0215634198,11.443525753348057,-4.134773734909819
595711.1009929492,11.137519349776094,-4.095308363600961
655695.8774130567,10.812015514070792,-4.138497000113395
721720.7485587714,10.518380441020021,-4.127514719625175
794393.8200722998,10.20423981934943,-4.12708570633178
874384.5231071094,9.93480952422891,-4.083725167882552
962429.9341325259,9.650937860629982,-4.1034343920867755
1059341.094738327,9.362376218269667,-4.157774705740234
1166010.7358403616,9.044734437085017,-4.194950998776047
1283421.2359530018,8.645741737084997,-4.293285101804115
1412654.2179294555,8.183818376903302,-4.358337964422527
1554900.379768915,7.578985925607112,-4.388561053759024
1711469.79355738,6.873186465088112,-4.23977927886967
1883805.0132105239,6.198068580678683,-3.929416032817473
2073493.2459492073,5.557858153999647,-3.452470209357404
2282281.8007107168,5.02316104053992,-2.8632312587532907
2512094.472827343,4.554218496065137,-2.142930234622057
2765047.928704963,4.2183943362557095,-1.3113872905220556
